first_name,last_name,date_of_birth,offence_date,lat,long
Isidra,Varnado,2007-01-10,2020-12-26,51.57553968128961,-0.25541428789183346
Latosha,Alexy,2003-09-12,2020-12-21,51.538337004662175,-0.22975569614182442
Dana,Paluszynski,2007-02-14,2020-08-15,51.53778280351839,-0.23982402975365064
Reuben,Mccorrison,2003-03-31,2020-09-04,51.586861849847274,-0.23559496268923766
Hyun,Erdman,2008-05-27,2020-03-02,51.53756394155349,-0.2532785498572086
Stefania,Weatherwax,2010-07-22,2020-05-10,51.5358245677154,-0.18376248530873637
Tequila,Chisum,2004-10-21,2020-04-24,51.55164022417354,-0.1532793531616802
Jacquelyne,Reibman,1998-08-20,2020-10-08,51.5543142420549,-0.24913199759134588
Erasmo,Gath,2003-02-21,2020-03-05,51.54843966929889,-0.2680075278206746
Lyndia,Moonshower,2009-10-16,2020-04-06,51.590444197707875,-0.24802478244364054
France,Andrade,2009-07-06,2020-02-08,51.55458294270221,-0.21430880636185934
Peggy,Khov,2002-01-03,2020-05-19,51.530173055919676,-0.22450736439744035
Tomoko,Renno,2009-12-06,2020-05-05,51.534324850478264,-0.20361141497638427
Angelo,Lavista,2009-08-01,2020-02-21,41.56594398851396,-71.8777341612759
Eliz,Strimple,2004-04-14,2020-10-04,51.58802672321237,-0.2816206534773413
Malcom,Fleckles,2006-01-27,2020-08-28,51.573468293750615,-0.26217275078872404
Cornell,Mccrossin,2005-09-12,2020-12-05,51.543664187873866,-0.1573273395048244
Evan,Zigomalas,2002-06-13,2020-09-25,51.55632186941551,-0.252310397851741
Gene,Bleile,2007-09-09,2020-04-07,51.578953418534795,-0.18818696884327435
Berry,Gutoski,2004-08-13,2020-12-17,51.54538920143748,-0.1461214637986094
Adelle,Schantini,2003-08-10,2020-09-14,51.568026782567856,-0.2677823577610612
Whitney,Tishler,2008-09-20,2020-05-28,51.53431922275342,-0.17839732511244177
Evelynn,Frede,2009-02-13,2020-02-01,51.6020120193155,-0.21099782777979917
Joaquin,Hysom,2005-07-24,2020-08-31,51.54639009156937,-0.24321822491971562
Bettina,Kham,2007-10-22,2020-11-30,51.52971877990038,-0.17669450593104688
Tran,Mandiola,2008-01-26,2020-10-14,51.553070954403246,-0.23093922390659105
Domitila,Weissmann,1997-10-19,2020-07-09,51.626273239875125,-0.257338098763587
Goldie,Sonkens,2007-07-20,2020-03-16,51.60913111884764,-0.21755360867262993
Lanie,Smalarz,2003-08-18,2020-10-09,51.528527690503346,-0.1439394404125073
Myong,Babineaux,1993-09-07,2020-08-17,51.57178454162506,-0.21026147343788787
Nettie,Aldaco,2007-03-22,2020-03-19,51.577673382771906,-0.2093977762374252
Kenda,Koza,2007-01-05,2020-01-23,51.55953895979085,-0.209983446388805
Laquanda,Kho,2001-08-18,2020-07-02,51.540731640233545,-0.24240721356471362
Brianne,Matsumura,2003-10-08,2020-11-26,51.58723451474837,-0.24642283558639416
Deangelo,Rardon,2007-09-08,2020-11-09,51.53010005127397,-0.1973530972263753
Ardella,Goldrup,2006-05-06,2020-01-11,51.580559451817614,-0.19595977290850042
Vashti,Sugai,2002-05-16,2020-04-17,51.527105487442434,-0.13056574307822674
Coleen,Langer,2006-06-30,2020-08-19,51.530249308088,-0.17419551196446031
Erasmo,Rhea,2005-06-26,2020-05-02,51.53403879448383,-0.1697939427543154
Val,Cellucci,2007-12-14,2020-10-02,51.54795154522684,-0.14811395361458835
Zita,Speltz,2006-09-03,2020-01-31,51.58724744733952,-0.22446380656561196
Rodolfo,Scavuzzo,2006-07-18,2020-05-28,51.56440786676448,-0.27397600252325777
Vallie,Yafaie,2004-06-21,2020-05-09,51.555490313524,-0.1761778231685535
Nada,Arey,1999-08-04,2020-08-09,51.5790141423192,-0.21208443281278241
Erasmo,Talentino,2009-08-21,2020-09-14,51.57713921183767,-0.2624455844791113
France,Andrade,2009-07-06,2020-02-22,51.55458294270221,-0.21430880636185934
Alayna,Hoyal,2002-10-09,2020-06-24,51.57891928609333,-0.190512656837575
Margot,Peay,2005-04-07,2020-03-26,51.58448323457342,-0.25944421813672636
Dong,Kopczynski,1998-04-10,2020-09-19,41.35804186026943,-71.96069219178848
Vivienne,Torrain,2002-07-01,2020-08-12,51.5746370072367,-0.21623561046998485
Julie,Sakshaug,2006-03-04,2020-07-13,51.54493553769167,-0.17857303193961066
Jamika,Conoly,2004-10-25,2020-05-01,51.608979086212614,-0.2376571562129401
Mari,Smeby,2003-11-14,2020-10-04,51.55422848382673,-0.14531773810703774
Justine,Salta,2007-07-28,2020-09-12,51.57372476086038,-0.22991251423870007
Elinore,Fulda,2008-04-12,2020-05-05,51.58506968272653,-0.18361765050381076
Marta,Brace,2009-11-28,2020-03-11,51.545095860836454,-0.21650921651687102
Karma,Quarto,2009-12-10,2020-11-19,51.56086356398622,-0.19789026421928912
Laila,Fend,2009-02-07,2020-05-08,51.53824359536622,-0.1837634418674715
Aleshia,Tomkiewicz,2007-09-05,2020-09-18,51.555047799738055,-0.1750143684648857
Roxanne,Hedegore,2008-10-31,2020-12-05,51.58652408038798,-0.18774291263288123
Ivan,Aronov,2008-01-12,2020-01-10,51.55849937575528,-0.17443526654537378
Jaleesa,Polintan,2007-12-01,2020-11-08,51.54919016715821,-0.25490408645602736
Lemuel,Allis,2007-09-14,2020-10-30,51.457604034097,-0.2915860504733828
Precious,Brabble,2000-05-23,2020-04-04,51.55045913953786,-0.1925163335543632
France,Andrade,2009-07-06,2020-02-10,51.55458294270221,-0.21430880636185934
Salley,Rieger,2000-09-02,2020-02-04,51.55941109646227,-0.18163539051927013
Narcisa,Araiza,2005-12-28,2020-09-29,51.45987859491813,-0.2917541396639761
Leah,Luchterhand,2009-05-26,2020-11-13,51.54182886071734,-0.1599067158001084
Yun,Paletta,1996-12-09,2020-09-20,51.532248799886126,-0.23359040896378494
Ashley,Jessie,1997-07-13,2020-10-06,51.60813922926723,-0.2308178829839874
Elsa,Delisle,2008-12-12,2020-04-23,51.54322045311269,-0.16466312055096377
Jenise,Dulle,2005-09-23,2020-08-15,51.545069655700466,-0.24215360751387313
Marisha,Wilcoxon,2008-09-24,2020-11-17,51.56768032480274,-0.21802695006374592
Lura,Manzella,1994-09-20,2020-11-07,51.58119413996568,-0.23310162978263937
Mammie,Dormanen,2010-12-07,2020-07-02,51.607323487389266,-0.2329170031932375
Ona,Bowhall,2007-10-20,2020-05-18,51.545390972288786,-0.16248342389973305
Berry,Gutoski,2004-08-13,2020-12-16,51.54538920143748,-0.1461214637986094
Emily,Pogorelc,2008-01-14,2020-06-15,51.547020593048025,-0.17159178877949188
Filiberto,Fredrikson,1999-11-11,2020-10-29,51.43865702396476,-0.05479236918982952
Gail,Carris,2005-03-03,2020-04-07,51.58994279445449,-0.2207890738800243
Janella,Altobell,1997-12-15,2020-03-29,51.54558688771137,-0.16639068288886485
Gilberto,Erixon,1996-12-27,2020-04-10,51.608260469174624,-0.23918977658369586
Alesia,Katie,2001-07-19,2020-10-23,51.56004052294394,-0.24389145572205226
Carrol,Kunimitsu,2007-07-11,2020-08-11,51.56105804406754,-0.20077058820258256
Sena,Langenbach,1999-08-30,2020-08-07,51.540533055384515,-0.26590256268215223
Brianne,Matsumura,2003-10-08,2020-12-01,51.58723451474837,-0.24642283558639416
Luis,Ear,2009-02-16,2020-02-16,51.54301949203064,-0.2669634636986112
Luis,Ear,2009-02-16,2020-01-17,51.54301949203064,-0.2669634636986112
Louvenia,Kincannon,2002-06-02,2020-05-13,51.594335696251576,-0.23021003813900298
Freida,Newyear,2004-12-18,2020-11-26,51.55766710725808,-0.19366502873423466
Douglass,Fonnesbeck,2005-04-20,2020-08-07,51.55810012074374,-0.2029287620322394
Odette,Moussette,2006-05-05,2020-06-27,51.531013768417836,-0.21319770859754397
Marylin,Cornelison,2001-08-29,2020-08-16,51.53583326964777,-0.19046635090318442
Tula,Nahmias,2003-08-24,2020-03-01,51.54976828621961,-0.14600601715608913
Tiara,Schlichter,2003-11-28,2020-09-17,51.531175868479686,-0.2196296500726877
Eleni,Vanscoik,2008-12-16,2020-05-18,51.56695510152194,-0.2107549674481012
Eulah,Syrop,2008-10-10,2020-07-08,51.54521937436985,-0.2664424702058497
Luis,Ear,2009-02-16,2020-02-04,51.54301949203064,-0.2669634636986112
Elmira,Ringlein,2007-11-02,2020-06-30,51.58453461674239,-0.19655642298319184
Vernell,Connley,2000-11-21,2020-08-26,51.58900629771563,-0.24769111405213662
Isaac,Semrad,1999-10-24,2020-11-25,51.575455190511285,-0.21585816387703058
Salley,Rieger,2000-09-02,2020-01-08,51.55941109646227,-0.18163539051927013
Carlton,Blyler,1999-09-20,2020-02-18,51.55233484154156,-0.19806706036076027
Lashawn,Ker,2010-05-11,2020-04-17,51.53655742544001,-0.24522916741163328
Isaac,Semrad,1999-10-24,2020-12-09,51.575455190511285,-0.21585816387703058
Lura,Manzella,1994-09-20,2020-11-02,51.58119413996568,-0.23310162978263937
Cheryll,Yurich,2002-09-20,2020-09-23,51.58620946218971,-0.21037807736145644
Jerlene,Holtgrewe,2007-07-09,2020-05-22,51.588404227813754,-0.19588090233036495
Yuette,Klapec,2000-05-23,2020-04-21,51.54103996965699,-0.16317697092067251
Floyd,Tivis,2002-08-19,2020-01-15,51.611214188088134,-0.22046048102135657
Almeta,Keehner,2006-08-25,2020-12-06,51.54722931497657,-0.19538868597808506
Eugene,Pelzer,2009-08-27,2020-09-18,51.539731261909694,-0.1844243798118472
German,Zelaya,2005-10-15,2020-07-08,51.61431416375468,-0.2454942828277926
Charisse,Spinello,2007-04-22,2020-11-29,51.55876533729183,-0.21211283377644966
Celestina,Pince,2000-06-22,2020-07-06,51.558181736503,-0.20276316601331454
Ona,Bowhall,2007-10-20,2020-05-16,51.545390972288786,-0.16248342389973305
Adolph,Cunningham,2000-08-13,2020-10-18,51.56693725889679,-0.20830889724259752
Vernice,Sperazza,1996-09-07,2020-04-19,41.316284446011565,-72.33041281980458
Margarita,Orloski,2004-08-14,2020-10-07,51.56292907787174,-0.2319705865933832
Paul,Farrin,2004-01-12,2020-02-28,51.559121045021996,-0.1769397405593839
Leonie,Devereux,2002-02-16,2020-01-10,51.58685621183946,-0.24900735373796404
Vannessa,Land,2007-12-13,2020-09-23,41.357948235709344,-71.95997471939621
Carolann,Gross,2008-10-07,2020-10-20,51.56584296712817,-0.27521098256172527
Noel,Sarra,2007-07-26,2020-10-29,41.30958925753708,-72.10542483377824
Zita,Speltz,2006-09-03,2020-01-13,51.58724744733952,-0.22446380656561196
Maryanne,Siske,2002-03-26,2020-01-17,51.53891754249835,-0.17134621557046326
Dallas,Miyashiro,1995-04-22,2020-08-22,51.613206221741926,-0.2566467264837891
Nakita,Rodrigues,2006-06-10,2020-11-13,51.540798615043514,-0.15873862111295053
Cherrie,Nitschke,2008-04-07,2020-10-26,51.54149078548563,-0.2524389009541996
Elbert,Fiorino,2007-06-02,2020-09-01,51.567108713741,-0.1816672317065285
Ulysses,Mcwalters,2004-12-17,2020-05-29,51.544447817402734,-0.23331283307315423
Velda,Mancilla,2004-06-07,2020-04-22,51.57258831103863,-0.23318757596769382
Pura,Manciel,2001-06-11,2020-04-13,51.59329473350107,-0.25509910558114407
Remedios,Arlinghaus,1995-04-06,2020-09-03,51.565448940269334,-0.21390289126542916
Cornell,Mccrossin,2005-09-12,2020-11-28,51.543664187873866,-0.1573273395048244
Charlesetta,Erm,2008-10-18,2020-05-25,51.54834313543435,-0.13154448009869374
Jaleesa,Polintan,2007-12-01,2020-11-23,51.54919016715821,-0.25490408645602736
Emogene,Ritthaler,2003-02-03,2020-12-21,51.59124837740597,-0.21591329474328919
Edward,Strejan,2010-01-21,2020-10-01,51.58087127955256,-0.23089607010492658
Margret,Alcazar,2007-05-19,2020-07-17,51.52110760752165,-0.165803499760973
Deja,Conatser,2005-09-04,2020-08-10,51.54622224594146,-0.19139973671998323
